,idProject,nameProject,productionClass,testCase,NMC,isEagerTest,isEagerTestManual,prediction
50,1.0,spring-ws,MessageDispatcher,org.springframework.ws.server.messagedispatchertest.testinterceptedrequestflow,1.0,False,True,True
52,1.0,spring-ws,MessageDispatcher,org.springframework.ws.server.messagedispatchertest.testprocessunsupportedendpointexception,1.0,False,True,True
53,1.0,spring-ws,MessageDispatcher,org.springframework.ws.server.messagedispatchertest.testresolveexception,0.0,False,True,False
56,1.0,spring-ws,NonCachingPayload,org.springframework.ws.soap.axiom.noncachingpayloadtest.testdelegatingstreamwriter,0.0,False,True,True
62,1.0,spring-ws,SaajUtils,org.springframework.ws.soap.saaj.support.saajutilstest.testtoqnameprefixnamespace,0.0,False,True,True
63,1.0,spring-ws,KeyManagersFactoryBean,org.springframework.ws.soap.security.support.keymanagersfactorybeantest.algorithm,0.0,False,True,True
65,1.0,spring-ws,CryptoFactoryBean,org.springframework.ws.soap.security.wss4j2.support.cryptofactorybeantest.testproperties,0.0,False,False,False
66,1.0,spring-ws,DefaultTimestampValidator,org.springframework.ws.soap.security.xwss.callback.defaulttimestampvalidatortest.testvalidatenoexpired,0.0,False,False,False
67,1.0,spring-ws,SimplePasswordValidationCallbackHandler,org.springframework.ws.soap.security.xwss.callback.simplepasswordvalidationcallbackhandlertest.testdigestpasswordinvalid,0.0,False,True,True
68,1.0,spring-ws,SimplePasswordValidationCallbackHandler,org.springframework.ws.soap.security.xwss.callback.simplepasswordvalidationcallbackhandlertest.testplaintextpasswordinvalid,0.0,False,True,True
69,1.0,spring-ws,SimplePasswordValidationCallbackHandler,org.springframework.ws.soap.security.xwss.callback.simplepasswordvalidationcallbackhandlertest.testplaintextpasswordvalid,0.0,False,True,True
70,1.0,spring-ws,SpringDigestPasswordValidationCallbackHandler,org.springframework.ws.soap.security.xwss.callback.springdigestpasswordvalidationcallbackhandlertest.testauthenticateuserdigestusernotfound,0.0,False,False,True
71,1.0,spring-ws,SpringDigestPasswordValidationCallbackHandler,org.springframework.ws.soap.security.xwss.callback.springdigestpasswordvalidationcallbackhandlertest.testauthenticateuserdigestvalid,0.0,False,False,True
72,1.0,spring-ws,SpringDigestPasswordValidationCallbackHandler,org.springframework.ws.soap.security.xwss.callback.springdigestpasswordvalidationcallbackhandlertest.testauthenticateuserdigestvalidinvalid,0.0,False,False,True
73,1.0,spring-ws,SpringDigestPasswordValidationCallbackHandler,org.springframework.ws.soap.security.xwss.callback.springdigestpasswordvalidationcallbackhandlertest.testcleanup,0.0,False,False,True
74,1.0,spring-ws,XwsSecurityInterceptor,org.springframework.ws.soap.security.xwss.xwssecurityinterceptortest.testhandleclientrequest,0.0,False,True,False
80,1.0,spring-ws,PayloadValidatingInterceptor,org.springframework.ws.soap.server.endpoint.interceptor.payloadvalidatinginterceptortest.testhandlevalidrequest,0.0,False,True,False
81,1.0,spring-ws,PayloadValidatingInterceptor,org.springframework.ws.soap.server.endpoint.interceptor.payloadvalidatinginterceptortest.testhandlevalidresponse,0.0,False,True,True
82,1.0,spring-ws,PayloadValidatingInterceptor,org.springframework.ws.soap.server.endpoint.interceptor.payloadvalidatinginterceptortest.testnonexistingschema,0.0,True,False,False
90,1.0,spring-ws,SoapFaultMappingExceptionResolver,org.springframework.ws.soap.server.endpoint.soapfaultmappingexceptionresolvertest.testgetdepth,0.0,True,False,True
93,1.0,spring-ws,SoapMessageDispatcher,org.springframework.ws.soap.server.soapmessagedispatchertest.testprocessmustunderstandheadersforactorsoap11,0.0,False,True,True
94,1.0,spring-ws,SoapMessageDispatcher,org.springframework.ws.soap.server.soapmessagedispatchertest.testprocessmustunderstandheadersnotunderstoodsoap12,0.0,False,True,True
95,1.0,spring-ws,SoapUtils,org.springframework.ws.soap.support.soaputilstest.testextractactionfromcontenttype,0.0,False,True,True
96,1.0,spring-ws,SoapUtils,org.springframework.ws.soap.support.soaputilstest.testsetactionincontenttype,0.0,False,True,True
100,1.0,spring-ws,ErrorResponseCreator,org.springframework.ws.test.client.errorresponsecreatortest.callback,0.0,True,False,True
101,1.0,spring-ws,MockWebServiceServer,org.springframework.ws.test.client.mockwebserviceservertest.createserverapplicationcontextwebservicetemplate,0.0,True,False,True
102,1.0,spring-ws,MockWebServiceServer,org.springframework.ws.test.client.mockwebserviceservertest.payloadmatch,0.0,False,True,False
103,1.0,spring-ws,MockWebServiceServer,org.springframework.ws.test.client.mockwebserviceservertest.payloadnonmatch,0.0,False,True,True
104,1.0,spring-ws,MockWebServiceServer,org.springframework.ws.test.client.mockwebserviceservertest.xpathexistsmatch,0.0,False,True,True
106,1.0,spring-ws,ResponseCreators,org.springframework.ws.test.client.responsecreatorstest.withmustunderstandfault,2.0,False,False,False
111,1.0,spring-ws,SoapEnvelopeDiffMatcher,org.springframework.ws.test.support.matcher.soapenvelopediffmatchertest.match,1.0,False,True,True
112,1.0,spring-ws,SoapEnvelopeDiffMatcher,org.springframework.ws.test.support.matcher.soapenvelopediffmatchertest.nonmatch,1.0,False,True,True
114,1.0,spring-ws,XPathExpectationsHelper,org.springframework.ws.test.support.matcher.xpathexpectationshelpertest.doesnotexistnonmatch,0.0,False,True,True
116,1.0,spring-ws,XPathExpectationsHelper,org.springframework.ws.test.support.matcher.xpathexpectationshelpertest.evaluatestointegernonmatch,0.0,False,True,True
118,1.0,spring-ws,XPathExpectationsHelper,org.springframework.ws.test.support.matcher.xpathexpectationshelpertest.existswithnamespacesmatch,0.0,False,True,False
119,1.0,spring-ws,MockStrategiesHelper,org.springframework.ws.test.support.mockstrategieshelpertest.many,0.0,False,False,True
122,1.0,spring-ws,MessageDispatcherServlet,org.springframework.ws.transport.http.messagedispatcherservlettest.testdefaultstrategies,0.0,False,False,True
124,1.0,spring-ws,WsdlDefinitionHandlerAdapter,org.springframework.ws.transport.http.wsdldefinitionhandleradaptertest.handleget,0.0,True,True,True
126,1.0,spring-ws,WsdlDefinitionHandlerAdapter,org.springframework.ws.transport.http.wsdldefinitionhandleradaptertest.transformlocationemptycontextrelativeurl,0.0,False,False,False
127,1.0,spring-ws,JmsTransportUtils,org.springframework.ws.transport.jms.support.jmstransportutilstest.getdestinationname,1.0,False,True,True
130,1.0,spring-ws,WebServiceMessageReceiverObjectSupport,org.springframework.ws.transport.support.webservicemessagereceiverobjectsupporttest.handleconnectionresponse,3.0,False,False,True
134,1.0,spring-ws,DomContentHandler,org.springframework.xml.dom.domcontenthandlertest.testcontenthandlerdocumentnamespaceprefixes,0.0,False,True,False
135,1.0,spring-ws,DomContentHandler,org.springframework.xml.dom.domcontenthandlertest.testcontenthandlerdocumentnonamespaceprefixes,0.0,False,True,False
136,1.0,spring-ws,DomContentHandler,org.springframework.xml.dom.domcontenthandlertest.testcontenthandlerelement,0.0,False,True,False
138,1.0,spring-ws,QNameUtils,org.springframework.xml.namespace.qnameutilstest.testinvalidqnames,0.0,False,False,False
139,1.0,spring-ws,QNameUtils,org.springframework.xml.namespace.qnameutilstest.testtoqnamenoprefix,0.0,False,False,False
140,1.0,spring-ws,SimpleNamespaceContext,org.springframework.xml.namespace.simplenamespacecontexttest.testdefaultnamespacemultipleprefixes,0.0,False,True,False
143,1.0,spring-ws,TraxUtils,org.springframework.xml.transform.traxutilstest.testdowithstaxresulteventwriter,0.0,True,True,True
144,1.0,spring-ws,TraxUtils,org.springframework.xml.transform.traxutilstest.testdowithstaxresultstreamwriter,0.0,False,True,True
145,1.0,spring-ws,TraxUtils,org.springframework.xml.transform.traxutilstest.testgetdocument,0.0,True,True,True
146,1.0,spring-ws,SchemaLoaderUtils,org.springframework.xml.validation.schemaloaderutilstest.testloadmultipleschemas,0.0,False,True,True
148,1.0,spring-ws,SchemaLoaderUtils,org.springframework.xml.validation.schemaloaderutilstest.testloadnullschema,0.0,False,False,True
149,1.0,spring-ws,SchemaLoaderUtils,org.springframework.xml.validation.schemaloaderutilstest.testloadschema,0.0,False,False,False
1,1.0,spring-ws,WebServiceTemplate,org.springframework.ws.client.core.webservicetemplatetest.testmarshalandsendnounmarshallerset,0.0,False,True,False
2,1.0,spring-ws,WebServiceTemplate,org.springframework.ws.client.core.webservicetemplatetest.testsendandreceivemarshalnoresponse,0.0,False,True,True
3,1.0,spring-ws,WebServiceTemplate,org.springframework.ws.client.core.webservicetemplatetest.testsendandreceivemessagenoresponse,0.0,False,True,True
4,1.0,spring-ws,WebServiceTemplate,org.springframework.ws.client.core.webservicetemplatetest.testsendandreceiveresultnoresponse,0.0,False,True,False
6,1.0,spring-ws,WsConfigurationSupport,org.springframework.ws.config.annotation.wsconfigurationsupporttest.interceptors,0.0,True,False,True
7,1.0,spring-ws,InterceptorsBeanDefinitionParser,org.springframework.ws.config.interceptorsbeandefinitionparsertest.ordering,0.0,False,True,True
8,1.0,spring-ws,DefaultMessageContext,org.springframework.ws.context.defaultmessagecontexttest.testproperties,0.0,True,True,False
15,1.0,spring-ws,MarshallingMethodEndpointAdapter,org.springframework.ws.server.endpoint.adapter.marshallingmethodendpointadaptertest.testnoresponse,0.0,False,True,True
17,1.0,spring-ws,MessageEndpointAdapter,org.springframework.ws.server.endpoint.adapter.messageendpointadaptertest.testsupports,0.0,False,False,True
18,1.0,spring-ws,MessageMethodEndpointAdapter,org.springframework.ws.server.endpoint.adapter.messagemethodendpointadaptertest.unsupportedwrongparam,0.0,True,False,False
20,1.0,spring-ws,JaxbElementPayloadMethodProcessor,org.springframework.ws.server.endpoint.adapter.method.jaxb.jaxbelementpayloadmethodprocessortest.handlereturnvaluestring,1.0,False,True,True
22,1.0,spring-ws,JaxbElementPayloadMethodProcessor,org.springframework.ws.server.endpoint.adapter.method.jaxb.jaxbelementpayloadmethodprocessortest.supportsreturntype,1.0,True,True,True
24,1.0,spring-ws,MarshallingPayloadMethodProcessor,org.springframework.ws.server.endpoint.adapter.method.marshallingpayloadmethodprocessortest.handlereturnvalue,1.0,False,False,False
26,1.0,spring-ws,MarshallingPayloadMethodProcessor,org.springframework.ws.server.endpoint.adapter.method.marshallingpayloadmethodprocessortest.supportsparameternounmarshallersupported,0.0,False,False,True
28,1.0,spring-ws,StaxPayloadMethodArgumentResolver,org.springframework.ws.server.endpoint.adapter.method.staxpayloadmethodargumentresolvertest.resolveeventreaderaxiomnoncaching,1.0,False,False,False
30,1.0,spring-ws,XPathParamMethodArgumentResolver,org.springframework.ws.server.endpoint.adapter.method.xpathparammethodargumentresolvertest.resolveconvertedtype,0.0,False,True,False
31,1.0,spring-ws,XPathParamMethodArgumentResolver,org.springframework.ws.server.endpoint.adapter.method.xpathparammethodargumentresolvertest.resolvenamespacesmethod,0.0,False,True,True
32,1.0,spring-ws,XPathParamMethodArgumentResolver,org.springframework.ws.server.endpoint.adapter.method.xpathparammethodargumentresolvertest.resolvestring,0.0,False,True,True
33,1.0,spring-ws,PayloadEndpointAdapter,org.springframework.ws.server.endpoint.adapter.payloadendpointadaptertest.testinvokenoresponse,1.0,False,False,True
34,1.0,spring-ws,PayloadMethodEndpointAdapter,org.springframework.ws.server.endpoint.adapter.payloadmethodendpointadaptertest.testunsupportedmethodmultipleparams,0.0,False,False,True
40,1.0,spring-ws,PayloadRootAnnotationMethodEndpointMapping,org.springframework.ws.server.endpoint.mapping.payloadrootannotationmethodendpointmappingtest.invoke,0.0,True,True,True
41,1.0,spring-ws,PayloadRootAnnotationMethodEndpointMapping,org.springframework.ws.server.endpoint.mapping.payloadrootannotationmethodendpointmappingtest.registrationsingle,0.0,False,True,True
42,1.0,spring-ws,SimpleMethodEndpointMapping,org.springframework.ws.server.endpoint.mapping.simplemethodendpointmappingtest.testgetlookupkeyformessagenonamespace,0.0,False,False,False
43,1.0,spring-ws,XPathPayloadEndpointMapping,org.springframework.ws.server.endpoint.mapping.xpathpayloadendpointmappingtest.testgetlookupkeyformessage,0.0,True,True,False
46,1.0,spring-ws,PayloadRootUtils,org.springframework.ws.server.endpoint.support.payloadrootutilstest.testgetqnamefornullsource,0.0,False,False,True
48,1.0,spring-ws,MessageDispatcher,org.springframework.ws.server.messagedispatchertest.testgetendpointadaptersupportedendpoint,0.0,False,True,True
51,1.0,spring-ws,MessageDispatcher,org.springframework.ws.server.messagedispatchertest.testnormalflow,1.0,False,True,False
54,1.0,spring-ws,MessageDispatcher,org.springframework.ws.server.messagedispatchertest.testresolveexceptionswithinterceptors,2.0,False,True,False
55,1.0,spring-ws,SimpleActionEndpointMapping,org.springframework.ws.soap.addressing.server.simpleactionendpointmappingtest.testnomatch,0.0,False,True,False
57,1.0,spring-ws,AxiomUtils,org.springframework.ws.soap.axiom.support.axiomutilstest.testtolanguage,0.0,True,False,False
58,1.0,spring-ws,AxiomUtils,org.springframework.ws.soap.axiom.support.axiomutilstest.testtonamespaceprefixundeclared,0.0,False,False,True
59,1.0,spring-ws,SaajUtils,org.springframework.ws.soap.saaj.support.saajutilstest.testtoname,0.0,False,True,True
60,1.0,spring-ws,SaajUtils,org.springframework.ws.soap.saaj.support.saajutilstest.testtonamenamespace,0.0,False,True,True
61,1.0,spring-ws,SaajUtils,org.springframework.ws.soap.saaj.support.saajutilstest.testtonamenamespaceprefix,0.0,False,True,True
64,1.0,spring-ws,KeyStoreCallbackHandler,org.springframework.ws.soap.security.wss4j2.callback.keystorecallbackhandlertest.testhandlekeyname,0.0,False,False,False
75,1.0,spring-ws,XwsSecurityInterceptor,org.springframework.ws.soap.security.xwss.xwssecurityinterceptortest.testhandleclientresponse,0.0,False,True,False
76,1.0,spring-ws,SoapHeaderElementMethodArgumentResolver,org.springframework.ws.soap.server.endpoint.adapter.method.soapheaderelementmethodargumentresolvertest.soapheaderelement,0.0,False,False,True
77,1.0,spring-ws,SoapMethodArgumentResolver,org.springframework.ws.soap.server.endpoint.adapter.method.soapmethodargumentresolvertest.resolvesoapenvelopesaaj,0.0,False,False,False
78,1.0,spring-ws,PayloadRootSmartSoapEndpointInterceptor,org.springframework.ws.soap.server.endpoint.interceptor.payloadrootsmartsoapendpointinterceptortest.shouldinterceptfullmatch,0.0,False,False,True
79,1.0,spring-ws,PayloadValidatingInterceptor,org.springframework.ws.soap.server.endpoint.interceptor.payloadvalidatinginterceptortest.testcreaterequestvalidationfaultaxiom,0.0,True,True,True
83,1.0,spring-ws,SoapActionSmartEndpointInterceptor,org.springframework.ws.soap.server.endpoint.interceptor.soapactionsmartendpointinterceptortest.shouldinterceptmatch,0.0,False,False,False
84,1.0,spring-ws,SoapActionEndpointMapping,org.springframework.ws.soap.server.endpoint.mapping.soapactionendpointmappingtest.testvalidatelookupkey,0.0,False,False,False
85,1.0,spring-ws,SoapFaultAnnotationExceptionResolver,org.springframework.ws.soap.server.endpoint.soapfaultannotationexceptionresolvertest.testresolveexceptiondefault,0.0,False,True,False
86,1.0,spring-ws,SoapFaultAnnotationExceptionResolver,org.springframework.ws.soap.server.endpoint.soapfaultannotationexceptionresolvertest.testresolveexceptionreceiversoap12,0.0,False,True,False
87,1.0,spring-ws,SoapFaultAnnotationExceptionResolver,org.springframework.ws.soap.server.endpoint.soapfaultannotationexceptionresolvertest.testresolveexceptionserversoap11,0.0,False,True,True
88,1.0,spring-ws,SoapFaultDefinitionEditor,org.springframework.ws.soap.server.endpoint.soapfaultdefinitioneditortest.testsetastextnolocale,0.0,False,False,True
89,1.0,spring-ws,SoapFaultDefinitionEditor,org.springframework.ws.soap.server.endpoint.soapfaultdefinitioneditortest.testsetastextreceiver,0.0,False,False,True
91,1.0,spring-ws,SoapFaultMappingExceptionResolver,org.springframework.ws.soap.server.endpoint.soapfaultmappingexceptionresolvertest.testresolveexceptionclientsoap11,0.0,False,True,True
92,1.0,spring-ws,SoapFaultMappingExceptionResolver,org.springframework.ws.soap.server.endpoint.soapfaultmappingexceptionresolvertest.testresolveexceptionreceiversoap12,0.0,False,True,True
97,1.0,spring-ws,DefaultStrategiesHelper,org.springframework.ws.support.defaultstrategieshelpertest.testgetdefaultstrategymorethanone,0.0,False,True,True
98,1.0,spring-ws,DefaultStrategiesHelper,org.springframework.ws.support.defaultstrategieshelpertest.testresourceconstructor,0.0,True,False,True
99,1.0,spring-ws,MarshallingUtils,org.springframework.ws.support.marshallingutilstest.testunmarshalmime,0.0,False,True,True
105,1.0,spring-ws,MockWebServiceServer,org.springframework.ws.test.client.mockwebserviceservertest.xsdmatch,0.0,False,True,False
107,1.0,spring-ws,ResponseCreators,org.springframework.ws.test.client.responsecreatorstest.withsoapenveloperesource,1.0,True,True,True
108,1.0,spring-ws,MockWebServiceClient,org.springframework.ws.test.server.mockwebserviceclienttest.createserverapplicationcontextdefaults,0.0,False,False,True
109,1.0,spring-ws,WebServiceMessageMatcherAdapter,org.springframework.ws.test.server.webservicemessagematcheradaptertest.match,1.0,False,False,True
110,1.0,spring-ws,SchemaValidatingMatcher,org.springframework.ws.test.support.matcher.schemavalidatingmatchertest.multipleschemadifferentordernotok,0.0,False,False,True
113,1.0,spring-ws,XPathExpectationsHelper,org.springframework.ws.test.support.matcher.xpathexpectationshelpertest.doesnotexistmatch,0.0,False,True,True
115,1.0,spring-ws,XPathExpectationsHelper,org.springframework.ws.test.support.matcher.xpathexpectationshelpertest.evaluatestointegermatch,0.0,False,True,True
117,1.0,spring-ws,XPathExpectationsHelper,org.springframework.ws.test.support.matcher.xpathexpectationshelpertest.evaluatestotruenonmatch,0.0,False,True,True
120,1.0,spring-ws,HttpServletConnection,org.springframework.ws.transport.http.httpservletconnectiontest.receive,1.0,False,True,True
121,1.0,spring-ws,LastModifiedHelper,org.springframework.ws.transport.http.lastmodifiedhelpertest.teststreamsource,0.0,False,False,False
123,1.0,spring-ws,MessageDispatcherServlet,org.springframework.ws.transport.http.messagedispatcherservlettest.testdetectwsdldefinitions,0.0,True,True,False
125,1.0,spring-ws,WsdlDefinitionHandlerAdapter,org.springframework.ws.transport.http.wsdldefinitionhandleradaptertest.handlesimplewsdl11definitionwithtransformlocation,0.0,False,True,True
128,1.0,spring-ws,JmsTransportUtils,org.springframework.ws.transport.jms.support.jmstransportutilstest.getreplytoname,1.0,False,True,True
129,1.0,spring-ws,JmsTransportUtils,org.springframework.ws.transport.jms.support.jmstransportutilstest.jndi,2.0,False,True,False
131,1.0,spring-ws,XmppConnectionFactoryBean,org.springframework.ws.transport.xmpp.support.xmppconnectionfactorybeantest.nohost,0.0,False,False,True
132,1.0,spring-ws,SoapProvider,org.springframework.ws.wsdl.wsdl11.provider.soapprovidertest.testpopulatebinding,0.0,True,True,False
133,1.0,spring-ws,SuffixBasedMessagesProvider,org.springframework.ws.wsdl.wsdl11.provider.suffixbasedmessagesprovidertest.testaddmessages,0.0,True,True,False
137,1.0,spring-ws,QNameUtils,org.springframework.xml.namespace.qnameutilstest.testgetqnamefornodenonamespace,0.0,False,True,True
141,1.0,spring-ws,StringResult,org.springframework.xml.transform.stringresulttest.teststringresult,0.0,True,True,False
142,1.0,spring-ws,TraxUtils,org.springframework.xml.transform.traxutilstest.testdowithsaxsource,0.0,True,True,True
147,1.0,spring-ws,SchemaLoaderUtils,org.springframework.xml.validation.schemaloaderutilstest.testloadnonexistantschema,0.0,False,False,False
150,1.0,spring-ws,XmlValidatorFactory,org.springframework.xml.validation.xmlvalidatorfactorytest.testcreatevalidator,0.0,False,False,True
151,1.0,spring-ws,XPathExpressionFactory,org.springframework.xml.xpath.xpathexpressionfactorytest.testcreateemptyxpathexpression,0.0,False,False,False
152,1.0,spring-ws,CommonsXsdSchemaCollection,org.springframework.xml.xsd.commons.commonsxsdschemacollectiontest.testincludesandimports,0.0,False,True,False
