,idProject,nameProject,productionClass,testCase,NMC,probabilityEagerTest,isEagerTest,isEagerTestManual,prediction
60,23.0,alien4cloud,ToscaPropertyConstraintValidator,org.alien4cloud.tosca.model.definitions.constraints.toscapropertyconstraintvalidatortest.invalidstringlessthanconstraintshouldcreateviolations,1.0,0.2371987285505218,False,False,False
64,23.0,alien4cloud,FunctionEvaluator,org.alien4cloud.tosca.utils.functionevaluatortest.nodegetcomplexpropmap,2.0,0.2009387761468085,False,False,False
65,23.0,alien4cloud,FunctionEvaluator,org.alien4cloud.tosca.utils.functionevaluatortest.nodegetconcatprop,2.0,0.1879997246766286,False,False,False
69,23.0,alien4cloud,InputsMappingFileVariableResolver,org.alien4cloud.tosca.variable.inputsmappingfilevariableresolvertest.check_inputs_mapping_can_be_parsed_when_variable,0.0,0.6204329250078731,True,False,False
70,23.0,alien4cloud,InputsMappingFileVariableResolver,org.alien4cloud.tosca.variable.inputsmappingfilevariableresolvertest.should_comply_with_property_definition_even_if_does_not_match_reality,1.0,0.5627245500786302,False,False,False
71,23.0,alien4cloud,SpelExpressionProcessor,org.alien4cloud.tosca.variable.spelexpressionprocessortest.parse,0.0,0.8219930302498611,True,False,False
73,23.0,alien4cloud,VariableResolver,org.alien4cloud.tosca.variable.variableresolvertest.check_app_variable_can_be_overridden_in_env,0.0,0.4867016951884825,False,False,True
74,23.0,alien4cloud,VariableResolver,org.alien4cloud.tosca.variable.variableresolvertest.check_variable_from_env_type_can_be_resolved,0.0,0.5343585662935608,False,False,False
75,23.0,alien4cloud,VariableResolver,org.alien4cloud.tosca.variable.variableresolvertest.predefined_var_cannot_be_redefined,0.0,0.5589871752557585,False,False,False
76,23.0,alien4cloud,VariableResolver,org.alien4cloud.tosca.variable.variableresolvertest.resolve_app_var_complex,0.0,0.4619154988218973,False,False,False
79,23.0,alien4cloud,VariableResolver,org.alien4cloud.tosca.variable.variableresolvertest.resolve_complex_with_dot_field,0.0,0.5801730750402438,False,False,False
1,23.0,alien4cloud,MatchingConfigurationsParser,alien4cloud.deployment.matching.services.nodes.matchingconfigurationsparsertest.testparsing,0.0,1.0,True,False,False
5,23.0,alien4cloud,PatchUtil,alien4cloud.rest.utils.patchutiltest.check_an_update_override_everything,0.0,0.134229431410785,False,False,False
6,23.0,alien4cloud,LdapAuthenticationProvider,alien4cloud.security.ldapauthenticationprovidertest.testldapuserimport,0.0,0.4727522927468118,False,True,False
9,23.0,alien4cloud,ToscaPropertyDefaultValueConstraintsValidator,alien4cloud.tosca.container.validation.toscapropertydefaultvalueconstraintsvalidatortest.invalidfloatequalsshouldcreateviolations,1.0,0.3865929538423814,False,False,False
10,23.0,alien4cloud,ToscaPropertyDefaultValueConstraintsValidator,alien4cloud.tosca.container.validation.toscapropertydefaultvalueconstraintsvalidatortest.invalidfloatgreaterthanshouldcreateviolations,1.0,0.4118415014582895,False,False,False
12,23.0,alien4cloud,ToscaPropertyDefaultValueConstraintsValidator,alien4cloud.tosca.container.validation.toscapropertydefaultvalueconstraintsvalidatortest.validfloatequalsshouldnotcreateviolations,1.0,0.389720712942795,False,False,False
13,23.0,alien4cloud,ToscaPropertyDefaultValueConstraintsValidator,alien4cloud.tosca.container.validation.toscapropertydefaultvalueconstraintsvalidatortest.validfloatgreaterorequalshouldnotcreateviolations,1.0,0.4012122551346201,False,False,False
19,23.0,alien4cloud,ToscaPropertyDefaultValueTypeValidator,alien4cloud.tosca.container.validation.toscapropertydefaultvaluetypevalidatortest.validbooleandefaultshouldnotcreateviolations,1.0,0.1662408464546297,False,False,False
20,23.0,alien4cloud,ToscaPropertyDefaultValueTypeValidator,alien4cloud.tosca.container.validation.toscapropertydefaultvaluetypevalidatortest.validnotimezonetimestampdefaultshouldnotcreateviolations,1.0,0.1737192594855643,False,False,False
21,23.0,alien4cloud,ToscaPropertyDefaultValueTypeValidator,alien4cloud.tosca.container.validation.toscapropertydefaultvaluetypevalidatortest.validversiondefaultshouldnotcreateviolations,1.0,0.1640318784694021,False,False,False
22,23.0,alien4cloud,ReferencedParser,alien4cloud.tosca.parser.impl.base.referencedparsertest.referencetomissingtypeshouldfail,0.0,1.0,True,False,False
24,23.0,alien4cloud,ToscaSerializerUtils,alien4cloud.tosca.serializer.toscaserializerutilstest.testrenderdescription,0.0,0.7983866789562404,True,False,False
25,23.0,alien4cloud,JSonMapEntryArraySerializer,alien4cloud.utils.jsonmapentryarrayserializertest.deserializationwithdefaultcontext,0.0,0.1066397238758919,False,False,False
29,23.0,alien4cloud,ConstraintPropertyService,alien4cloud.utils.services.constraintpropertyservicetest.testinvalidconstraintproperty,0.0,0.160637325366897,False,False,False
30,23.0,alien4cloud,ConstraintPropertyService,alien4cloud.utils.services.constraintpropertyservicetest.testinvalidlistproperty,0.0,0.3476535854288621,False,False,False
32,23.0,alien4cloud,ConstraintPropertyService,alien4cloud.utils.services.constraintpropertyservicetest.testvalidbooleanproperty,0.0,0.165173340689926,False,False,False
33,23.0,alien4cloud,ConstraintPropertyService,alien4cloud.utils.services.constraintpropertyservicetest.testvalidintegerproperty,0.0,0.1618528207914096,False,False,False
35,23.0,alien4cloud,ConstraintPropertyService,alien4cloud.utils.services.constraintpropertyservicetest.testvalidversionproperty,0.0,0.145732624844603,False,False,False
39,23.0,alien4cloud,Version,alien4cloud.utils.version.versiontest.testequalsnullsafe,1.0,0.6151467445800687,True,False,False
40,23.0,alien4cloud,Version,alien4cloud.utils.version.versiontest.testversioncomparing,2.0,0.52097520446458,False,True,False
41,23.0,alien4cloud,Version,alien4cloud.utils.version.versiontest.testversionparsing,0.0,0.6651177513420049,True,True,False
43,23.0,alien4cloud,DeploymentConfigurationDao,org.alien4cloud.alm.deployment.configuration.services.deploymentconfigurationdaotest.migrate_data_previously_store_in_elastic_search,0.0,0.5307368460287285,False,False,False
46,23.0,alien4cloud,EqualConstraint,org.alien4cloud.tosca.model.definitions.constraints.equalconstrainttest.testequalconstraintfailnullproperty,0.0,0.0908960598503928,False,False,False
48,23.0,alien4cloud,EqualConstraint,org.alien4cloud.tosca.model.definitions.constraints.equalconstrainttest.testequalconstraintsatisfiedtime,0.0,0.1170398243653789,False,False,False
51,23.0,alien4cloud,ToscaPropertyConstraintValidator,org.alien4cloud.tosca.model.definitions.constraints.toscapropertyconstraintvalidatortest.invalidfloatvalidvaluesconstraintshouldcreateviolations,1.0,0.2764842105171945,False,False,False
52,23.0,alien4cloud,ToscaPropertyConstraintValidator,org.alien4cloud.tosca.model.definitions.constraints.toscapropertyconstraintvalidatortest.invalidintegerequalconstraintshouldcreateviolations,1.0,0.2526610272159652,False,False,False
53,23.0,alien4cloud,ToscaPropertyConstraintValidator,org.alien4cloud.tosca.model.definitions.constraints.toscapropertyconstraintvalidatortest.invalidintegergreaterorequalconstraintshouldcreateviolations,1.0,0.2666588013986773,False,False,False
54,23.0,alien4cloud,ToscaPropertyConstraintValidator,org.alien4cloud.tosca.model.definitions.constraints.toscapropertyconstraintvalidatortest.invalidintegergreaterthanconstraintshouldcreateviolations,1.0,0.2701192344603842,False,False,False
57,23.0,alien4cloud,ToscaPropertyConstraintValidator,org.alien4cloud.tosca.model.definitions.constraints.toscapropertyconstraintvalidatortest.invalidintegerlessthanconstraintshouldcreateviolations,1.0,0.2595684691352509,False,False,False
59,23.0,alien4cloud,ToscaPropertyConstraintValidator,org.alien4cloud.tosca.model.definitions.constraints.toscapropertyconstraintvalidatortest.invalidstringgreaterthanconstraintshouldcreateviolations,1.0,0.2486030981999669,False,False,False
61,23.0,alien4cloud,ToscaPropertyConstraintValidator,org.alien4cloud.tosca.model.definitions.constraints.toscapropertyconstraintvalidatortest.validfloatinrangeconstraintshouldnotcreateviolations,1.0,0.2761037154470919,False,False,False
62,23.0,alien4cloud,ToscaPropertyConstraintValidator,org.alien4cloud.tosca.model.definitions.constraints.toscapropertyconstraintvalidatortest.validintegerinrangeconstraintshouldnotcreateviolations,1.0,0.2643484766845071,False,False,False
63,23.0,alien4cloud,ToscaPropertyConstraintValidator,org.alien4cloud.tosca.model.definitions.constraints.toscapropertyconstraintvalidatortest.validintegerlessthanconstraintshouldnotcreateviolations,1.0,0.2375199152353836,False,False,False
66,23.0,alien4cloud,NodeTemplateUtils,org.alien4cloud.tosca.utils.nodetemplateutilstest.getcapabilitybytypetest,0.0,0.1294368296930669,False,False,False
67,23.0,alien4cloud,NodeTemplateUtils,org.alien4cloud.tosca.utils.nodetemplateutilstest.getmissingcapabilitybytypetest,0.0,0.1314710570017823,False,False,False
68,23.0,alien4cloud,AlienContextVariables,org.alien4cloud.tosca.variable.aliencontextvariablestest.check_app_meta_can_be_resolved,0.0,0.2795626377383797,False,False,False
72,23.0,alien4cloud,ToscaTypeConverter,org.alien4cloud.tosca.variable.toscatypeconvertertest.convert_version_to_property_value,0.0,0.3968325992514198,False,False,False
77,23.0,alien4cloud,VariableResolver,org.alien4cloud.tosca.variable.variableresolvertest.resolve_app_var_complex_with_var_in_leaf,0.0,0.510301150698759,False,False,False
78,23.0,alien4cloud,VariableResolver,org.alien4cloud.tosca.variable.variableresolvertest.resolve_app_var_int,0.0,0.454113922546802,False,False,False
80,23.0,alien4cloud,VariableResolver,org.alien4cloud.tosca.variable.variableresolvertest.resolve_complex_with_list_var_in_body,0.0,0.5613357893865691,False,False,False
